om,status,prev_year,eps_yoy,rev_yoy,pe,est_price,price,symbol,name,prev_rev_yoy,prev_eps_yoy,prev_eps,date,eps,expansion,gm,advice
N/A,📉 獲利侵蝕,2025,-20.27,0.36,28.600683635426627,43.949999999999996,83.8000030518,6204.TWO,艾華,3.67,-8.41,0.98,2025-12,1.18,-20.63,N/A,❌ 暫避觀望
-34.06%,⚠️ 獲利稀釋,2025,6.88,27.53,0.0,-59.7,19.7999992371,3508.TWO,位速,42.64,18.25,-1.14,2025-12,-1.51,-20.650000000000002,1.54%,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-18.46,2.2,13.550295857988166,253.49999999999997,229.0,6239.TW,力成,-4.79,-30.26,4.96,2025-12,7.48,-20.66,N/A,⚪ 中性觀察
-73.69%,🌑 雙重衰退,2025,-66.41,-45.66,0.0,-81.14999999999999,10.1499996185,3018.TW,隆銘綠能,-36.93,-161.36,-2.36,2025-12,-2.16,-20.75,-18.95%,⚪ 數據不足
36.75%,📉 獲利侵蝕,2025,-17.91,2.84,8.410237149908788,5591.4,3135.0,3008.TW,大立光,6.5,-15.56,109.06,2025-12,159.41,-20.75,47.97%,⚪ 中性觀察
12.48%,📉 獲利侵蝕,2025,-18.35,2.41,5.172932560285714,199.5,68.8000030518,4933.TWO,友輝,11.19,-26.64,3.81,2025-12,5.77,-20.76,28.71%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-27.39,-6.57,5.085028342780927,449.85,152.5,5288.TW,豐祥-KY,-7.59,-18.99,8.74,2025-12,12.25,-20.82,N/A,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,24.26,45.1,8.829712683952348,214.04999999999998,126.0,7714.TWO,創泓科技,55.99,60.59,4.34,2025-12,6.33,-20.84,N/A,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,45.15,66.0,8.462338262476894,2596.8,1465.0,5269.TW,祥碩,60.07,40.25,52.62,2025-12,72.7,-20.85,N/A,⚪ 中性觀察
12.42%,🌑 雙重衰退,2025,-32.69,-11.82,5.119760402904191,150.3,51.2999992371,4138.TWO,曜亞,-12.22,-27.93,2.89,2025-12,3.81,-20.869999999999997,44.64%,⚪ 中性觀察
14.07%,📉 獲利侵蝕,2025,-15.57,5.34,11.43840856924254,196.05,149.5,3042.TW,晶技,7.28,-13.57,3.95,2025-12,5.28,-20.91,32.18%,⚪ 中性觀察
8.69%,🌑 雙重衰退,2025,-40.68,-19.66,35.00000047098765,12.15,28.3500003815,3285.TWO,微端,-24.68,-56.16,0.32,2025-12,0.7,-21.02,28.61%,❌ 暫避觀望
N/A,🌑 雙重衰退,2025,-23.02,-1.89,10.634588563458856,215.10000000000002,152.5,5483.TWO,中美晶,-1.72,18.54,4.07,2025-12,6.71,-21.13,N/A,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-17.45,3.73,6.5228425105076155,88.64999999999999,38.5499992371,8213.TW,志超,1.46,-8.29,1.77,2025-12,2.27,-21.18,N/A,⚪ 中性觀察
27.31%,📉 獲利侵蝕,2025,-18.86,2.53,23.93911439114391,162.6,259.5,3374.TWO,精材,-1.5,-30.87,3.09,2025-12,4.99,-21.39,32.82%,❌ 暫避觀望
6.72%,🌑 雙重衰退,2025,-27.23,-5.73,5.184426229508197,366.00000000000006,126.5,2385.TW,群光,-3.53,-12.04,8.01,2025-12,9.05,-21.5,16.76%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-0.48,21.03,9.279455019649465,154.04999999999998,95.3000030518,5493.TWO,三聯,22.78,3.3,3.44,2025-12,4.18,-21.51,N/A,⚪ 中性觀察
12.02%,🌑 雙重衰退,2025,-31.07,-9.51,3.9999998600183484,81.75,21.7999992371,2020.TW,美亞,-8.33,-41.75,1.66,2025-12,2.13,-21.560000000000002,19.71%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-26.32,-4.59,16.561014263074487,94.64999999999999,104.5,6208.TWO,日揚,-6.36,-28.8,1.78,2025-12,2.52,-21.73,N/A,❌ 暫避觀望
4.05%,🌑 雙重衰退,2025,-22.0,-0.23,12.696078244387255,61.2,51.7999992371,2328.TW,廣宇,4.37,-13.48,1.22,2025-12,1.56,-21.77,12.48%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-23.53,-1.73,11.305057594094617,91.95,69.3000030518,6546.TWO,正基,-1.49,-32.02,1.72,2025-12,2.73,-21.8,N/A,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-52.99,-31.16,16.57387612974304,70.05,77.4000015259,7709.TWO,榮田,-37.61,-75.62,0.91,2025-12,2.48,-21.830000000000002,N/A,❌ 暫避觀望
-5.35%,📉 獲利侵蝕,2025,-15.66,6.3,0.0,-39.300000000000004,13.5500001907,3322.TWO,建舜電,10.72,-2.74,-0.75,2025-12,-0.96,-21.96,12.86%,⚪ 數據不足
4.85%,🌑 雙重衰退,2025,-22.62,-0.53,35.90604026845638,156.45,374.5,2049.TW,上銀,-1.42,-35.13,3.01,2025-12,4.31,-22.09,27.05%,❌ 暫避觀望
20.51%,📉 獲利侵蝕,2025,-14.37,7.77,7.685973099094153,1092.9,560.0,3406.TW,玉晶光,0.68,-27.07,22.41,2025-12,32.84,-22.14,34.25%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,21.08,43.24,0.0,-281.84999999999997,83.6999969482,6499.TWO,益安,41.35,10.97,-5.76,2025-12,-7.24,-22.160000000000004,N/A,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,5.88,28.36,0.0,0.0,0.0,6908.TW,宏�砦C戲-創,28.6,41.89,1.05,2025-12,1.44,-22.48,N/A,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-25.74,-3.24,22.14727374929736,533.6999999999999,788.0,6488.TWO,環球晶,-0.4,-45.48,10.68,2025-12,15.29,-22.5,N/A,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-21.14,1.36,10.419354592596775,93.0,64.5999984741,6844.TWO,諾貝兒,1.48,-32.39,1.44,2025-12,2.35,-22.5,N/A,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-28.68,-6.13,13.680781758957654,184.20000000000002,168.0,7712.TWO,博盛半導體,-6.32,-47.73,3.57,2025-12,5.42,-22.55,N/A,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-19.59,2.98,7.826086956521739,310.5,162.0,6862.TW,三集瑞-KY,7.33,-29.18,6.02,2025-12,8.29,-22.57,N/A,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-27.57,-5.0,11.839708561020036,82.35000000000001,65.0,8240.TWO,華宏,-1.21,-45.77,1.54,2025-12,2.18,-22.57,N/A,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-18.72,3.86,15.280898876404494,133.5,136.0,6655.TW,科定,1.29,-33.88,2.48,2025-12,3.92,-22.58,N/A,❌ 暫避觀望
-262.93%,🌑 雙重衰退,2025,-73.98,-51.34,0.0,-66.3,28.2000007629,2258.TW,鴻華先進-創,-48.42,-74.32,-1.29,2025-12,-2.15,-22.64,19.82%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-25.66,-3.02,15.579568379528489,76.35,79.3000030518,6205.TW,詮欣,-0.59,-32.58,1.51,2025-12,2.0,-22.64,N/A,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-8.99,13.67,10.038188761593016,274.95000000000005,184.0,6922.TWO,宸曜,24.0,-0.69,5.79,2025-12,6.9,-22.66,N/A,⚪ 中性觀察
12.74%,🌑 雙重衰退,2025,-30.65,-7.95,6.889897929954597,132.14999999999998,60.7000007629,1341.TW,富林-KY,-5.97,-36.61,2.32,2025-12,3.71,-22.7,23.43%,⚪ 中性觀察
21.78%,📉 獲利侵蝕,2025,-18.46,4.29,52.79823269513991,101.85,358.5,2455.TW,全新,-3.9,-34.36,1.92,2025-12,2.97,-22.75,37.27%,❌ 暫避觀望
N/A,🌑 雙重衰退,2025,-49.48,-26.68,19.004524886877828,99.45,126.0,5222.TW,全訊,-28.87,-50.93,1.89,2025-12,2.51,-22.799999999999997,N/A,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-8.03,14.84,5.557692234336539,156.0,57.7999992371,6776.TW,展�眥篕�,17.25,2.91,3.18,2025-12,4.2,-22.869999999999997,N/A,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,41.25,64.2,12.369597615499254,1107.15,913.0,6944.TW,兆聯實業,60.19,39.26,22.26,2025-12,32.29,-22.950000000000003,N/A,⚪ 中性觀察
-63.96%,🌑 雙重衰退,2025,-112.33,-89.32,0.0,-71.25,51.7000007629,4909.TWO,新復興,-89.05,-117.3,-1.46,2025-12,-1.25,-23.010000000000005,-26.90%,⚪ 數據不足
1.38%,🌑 雙重衰退,2025,-39.91,-16.78,8.52112676056338,53.25,30.25,2324.TW,仁寶,-16.8,-42.93,1.06,2025-12,1.38,-23.129999999999995,5.82%,⚪ 中性觀察
21.70%,📉 獲利侵蝕,2025,-19.33,4.02,6.771105574569191,172.35,77.8000030518,1294.TWO,漢田生技,-5.13,-27.88,3.37,2025-12,4.6,-23.349999999999998,37.68%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-25.47,-2.1,5.5725192295610695,78.6,29.2000007629,6671.TW,三能-KY,-0.04,-24.66,1.65,2025-12,2.37,-23.369999999999997,N/A,⚪ 中性觀察
7.43%,📉 獲利侵蝕,2025,-18.02,5.35,11.050328227571116,137.10000000000002,101.0,2375.TW,凱美,5.21,-20.4,2.77,2025-12,3.73,-23.369999999999997,19.39%,⚪ 中性觀察
-46.94%,🌑 雙重衰退,2025,-24.32,-0.82,0.0,-149.25000000000003,23.7000007629,2939.TW,永邑-KY,17.04,-25.49,-3.2,2025-12,-3.68,-23.5,8.14%,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,29.9,53.42,0.0,0.0,0.0,7786.TW,東方風能,57.65,49.5,9.06,2025-12,11.11,-23.520000000000003,N/A,⚪ 數據不足
19.26%,📉 獲利侵蝕,2025,-12.04,11.55,14.092664092664094,194.25,182.5,3265.TWO,台星科,10.78,-20.3,3.73,2025-12,5.48,-23.59,25.97%,⚪ 中性觀察
-47.25%,🌑 雙重衰退,2025,-112.91,-89.32,0.0,-7.800000000000001,14.4499998093,4113.TWO,聯上,-87.01,-105.26,-0.16,2025-12,-0.43,-23.590000000000003,37.85%,⚪ 數據不足
22.47%,🌑 雙重衰退,2025,-51.27,-27.63,4.337274234486621,241.05,69.6999969482,2348.TW,海悅,-24.42,-70.84,3.61,2025-12,6.85,-23.640000000000004,34.04%,⚪ 中性觀察
11.18%,⚠️ 獲利稀釋,2025,15.09,38.76,15.508981807514973,50.099999999999994,51.7999992371,3093.TWO,港建*,87.79,100.0,1.04,2025-12,1.22,-23.669999999999998,40.97%,❌ 暫避觀望
13.66%,📉 獲利侵蝕,2025,-23.39,0.33,4.623188350507247,103.49999999999999,31.8999996185,1307.TW,三芳,0.47,-27.17,2.01,2025-12,2.85,-23.72,31.96%,⚪ 中性觀察
7.94%,🌑 雙重衰退,2025,-29.63,-5.82,18.624999523187498,24.0,29.7999992371,3071.TWO,協禧,-8.68,10.42,0.53,2025-12,0.57,-23.81,30.11%,❌ 暫避觀望
N/A,⚠️ 獲利稀釋,2025,1.86,25.77,9.15032679738562,68.85,42.0,8032.TWO,光菱,20.85,-11.59,1.45,2025-12,2.19,-23.91,N/A,⚪ 中性觀察
-24.14%,🌑 雙重衰退,2025,-28.85,-4.92,0.0,-69.75,55.2999992371,4737.TW,華廣,-1.39,16.13,-1.31,2025-12,-2.68,-23.93,39.56%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-25.6,-1.49,9.248704860867875,115.80000000000001,71.4000015259,6277.TW,宏正,-2.96,-15.81,2.29,2025-12,3.08,-24.110000000000003,N/A,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-34.28,-10.07,0.0,0.0,0.0,6482.TWO,弘煜科,0.15,-21.29,1.59,2025-12,2.32,-24.21,N/A,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-14.04,10.19,50.48409405255879,433.79999999999995,1460.0,6640.TWO,均華,26.61,0.87,9.4,2025-12,12.75,-24.229999999999997,N/A,❌ 暫避觀望
4.39%,🔄 轉虧為盈,2025,-68.84,-44.61,464.99998910142864,1.0499999999999998,32.5499992371,2101.TW,南港,-49.07,-111.11,-0.37,2025-12,1.01,-24.230000000000004,20.96%,❌ 暫避觀望
9.23%,🌑 雙重衰退,2025,-30.72,-6.36,5.809018297807251,169.64999999999998,65.6999969482,2393.TW,億光,-6.27,-29.98,3.34,2025-12,4.6,-24.36,30.24%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-39.39,-15.03,3.950159066808059,141.45000000000002,37.25,6962.TW,奕力-KY,-16.15,-35.9,2.6,2025-12,2.87,-24.36,N/A,⚪ 中性觀察
8.70%,📉 獲利侵蝕,2025,-21.15,3.39,7.821100567454128,65.4,34.0999984741,1609.TW,大亞,3.44,-11.48,1.62,2025-12,1.65,-24.54,13.61%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-28.08,-3.53,8.029556650246304,152.25,81.5,6245.TWO,立端,-3.19,-32.55,2.89,2025-12,4.38,-24.549999999999997,N/A,⚪ 中性觀察
7.25%,⚠️ 獲利稀釋,2025,1.06,25.63,7.332402234636872,53.7,26.25,2432.TW,倚天酷��-創,23.4,-15.52,0.96,2025-12,1.88,-24.57,14.91%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-2.92,21.66,12.220149253731345,160.79999999999998,131.0,6913.TWO,鴻呈,29.26,32.81,3.41,2025-12,4.34,-24.58,N/A,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,17.08,41.88,7.28965960179833,233.55,113.5,6227.TWO,茂綸,49.53,12.47,4.69,2025-12,7.54,-24.800000000000004,N/A,⚪ 中性觀察
3.76%,⚠️ 獲利稀釋,2025,25.55,50.54,7.021410579345088,714.6,334.5,2382.TW,廣達,49.49,20.44,13.7,2025-12,19.45,-24.99,6.33%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-21.62,3.42,12.629969185657496,49.05,41.2999992371,6151.TWO,晉倫,2.96,-10.17,1.06,2025-12,1.16,-25.04,N/A,⚪ 中性觀察
9.16%,📉 獲利侵蝕,2025,-15.24,9.81,103.44827586206897,26.1,180.0,1597.TW,直得,2.59,-36.36,0.5,2025-12,0.91,-25.05,38.83%,❌ 暫避觀望
6.47%,📉 獲利侵蝕,2025,-18.15,6.99,11.7341979782658,92.55000000000001,72.4000015259,1504.TW,東元,4.91,-17.76,1.98,2025-12,2.42,-25.14,23.29%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-10.28,15.03,7.61757926382421,194.55,98.8000030518,6143.TWO,振曜,15.7,-24.7,3.72,2025-12,6.46,-25.31,N/A,⚪ 中性觀察
8.34%,⚠️ 獲利稀釋,2025,24.8,50.25,5.172176203450413,217.79999999999998,75.0999984741,2535.TW,達欣工,47.68,25.0,4.37,2025-12,6.5,-25.45,12.33%,⚪ 中性觀察
2.64%,🌑 雙重衰退,2025,-33.62,-8.12,5.918560606060606,158.39999999999998,62.5,2250.TW,IKKA-KY,-5.59,-40.86,3.19,2025-12,3.99,-25.5,16.71%,⚪ 中性觀察
7.03%,🌑 雙重衰退,2025,-48.92,-23.4,10.99454999294278,110.1,80.6999969482,1723.TW,中碳,-22.96,-48.53,2.14,2025-12,2.65,-25.520000000000003,17.58%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,38.43,64.37,56.23020063357972,284.1,1065.0,8996.TW,高力,42.57,1.46,5.62,2025-12,9.07,-25.940000000000005,N/A,❌ 暫避觀望
5.17%,🌑 雙重衰退,2025,-34.08,-8.12,5.486024196912808,719.0999999999999,263.0,3592.TW,瑞鼎,-8.48,-36.42,14.09,2025-12,18.24,-25.96,29.04%,⚪ 中性觀察
14.44%,🌑 雙重衰退,2025,-52.93,-26.81,8.418079096045197,398.25000000000006,223.5,4770.TW,上品,-24.07,-48.81,8.4,2025-12,10.2,-26.12,28.63%,⚪ 中性觀察
13.53%,🏰 高護城河,2025,-29.66,-3.48,11.76470588235294,124.95,98.0,4549.TWO,桓達,-0.17,-27.89,2.43,2025-12,3.32,-26.18,54.86%,⚪ 中性觀察
-2.71%,🌑 雙重衰退,2025,-57.58,-31.39,15.04545385190909,16.5,16.5499992371,3024.TW,憶聲,25.83,65.0,0.33,2025-12,0.28,-26.189999999999998,24.73%,❌ 暫避觀望
N/A,🌑 雙重衰退,2025,-26.77,-0.51,8.91304347826087,51.75,30.75,8183.TWO,精星,6.74,-46.02,0.96,2025-12,2.39,-26.259999999999998,N/A,⚪ 中性觀察
4.10%,🌑 雙重衰退,2025,-30.16,-3.8,8.977987181477987,47.7,28.5499992371,1227.TW,佳格,-2.17,-32.61,0.94,2025-12,1.33,-26.36,23.19%,⚪ 中性觀察
-0.45%,📉 獲利侵蝕,2025,-13.89,12.58,12.40098972131188,60.6,50.0999984741,3015.TW,全漢,17.03,-21.39,1.58,2025-12,1.86,-26.47,17.44%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,0.71,27.29,9.25311203319502,361.5,223.0,5292.TW,華懋,37.75,2.53,6.88,2025-12,9.93,-26.58,N/A,⚪ 中性觀察
0.48%,🌑 雙重衰退,2025,-38.69,-11.96,12.048716833405829,689.6999999999999,554.0,3693.TWO,營邦,-5.96,-36.05,13.32,2025-12,15.5,-26.729999999999997,29.12%,⚪ 中性觀察
13.96%,🏰 高護城河,2025,-61.35,-34.55,20.23305084745763,70.8,95.5,3580.TWO,友威科,-37.28,-66.67,1.46,2025-12,1.94,-26.800000000000004,63.82%,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-22.95,3.91,8.487450462351388,227.1,128.5,6651.TWO,全宇昕,9.61,-27.55,4.35,2025-12,6.32,-26.86,N/A,⚪ 中性觀察
3.22%,⚠️ 獲利稀釋,2025,6.99,33.95,5.223880597014925,60.300000000000004,21.0,2427.TW,三商電,18.73,8.91,1.11,2025-12,1.53,-26.96,16.95%,⚪ 中性觀察
10.13%,⚠️ 獲利稀釋,2025,9.24,36.32,74.86354919604662,1016.8499999999999,5075.0,3443.TW,創意,14.3,0.26,19.48,2025-12,28.13,-27.08,19.04%,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-15.51,11.63,4.887687188019967,360.5999999999999,117.5,6279.TWO,胡連,13.16,-32.23,6.27,2025-12,10.74,-27.14,N/A,⚪ 中性觀察
19.22%,📉 獲利侵蝕,2025,-6.3,20.89,28.15533980582524,463.50000000000006,870.0,1519.TW,華城,25.2,-8.44,8.68,2025-12,13.99,-27.19,42.20%,❌ 暫避觀望
-1.93%,🌑 雙重衰退,2025,-35.83,-8.54,0.0,-356.70000000000005,139.0,3691.TWO,碩禾,-33.93,-436.18,-8.15,2025-12,-7.62,-27.29,10.51%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-42.86,-15.47,11.290322580645162,97.64999999999999,73.5,9921.TW,巨大,-16.86,-58.3,2.31,2025-12,1.84,-27.39,N/A,⚪ 中性觀察
29.92%,🏰 高護城河,2025,-15.21,12.28,14.851185063951021,2474.55,2450.0,3533.TW,嘉澤,12.55,-16.1,47.64,2025-12,70.17,-27.490000000000002,51.54%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-17.06,10.46,4.371754774049844,288.90000000000003,84.1999969482,6768.TW,志強-KY,16.51,-8.3,5.32,2025-12,6.77,-27.52,N/A,⚪ 中性觀察
0.20%,📉 獲利侵蝕,2025,-5.15,22.56,23.39285668872024,50.4,78.5999984741,4905.TWO,台聯電,23.69,-10.55,1.78,2025-12,2.76,-27.71,25.49%,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-17.95,9.81,116.89655698586206,8.700000000000001,67.8000030518,5291.TWO,邑昇,9.23,-24.24,0.24,2025-12,0.31,-27.759999999999998,N/A,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-17.44,10.43,0.0,-35.699999999999996,11.8000001907,8085.TWO,福華,7.62,40.0,-0.39,2025-12,-1.01,-27.87,N/A,⚪ 數據不足
6.37%,📉 獲利侵蝕,2025,-22.96,4.91,22.77432712215321,144.9,220.0,2492.TW,華新科,4.98,-30.82,2.95,2025-12,4.74,-27.87,18.27%,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-3.35,24.6,0.0,-61.49999999999999,37.5,6668.TW,中揚光,17.0,11.02,-1.11,2025-12,-1.93,-27.950000000000003,N/A,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-9.05,18.91,7.586206805838288,126.15,63.7999992371,5203.TW,訊連,16.83,-10.73,2.58,2025-12,3.63,-27.96,N/A,⚪ 中性觀察
15.00%,📉 獲利侵蝕,2025,-5.94,22.15,14.162436354568527,29.550000000000004,27.8999996185,4164.TW,承業醫,23.64,-18.92,0.64,2025-12,1.0,-28.09,31.61%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-40.21,-12.03,3.309156844968268,165.45000000000002,36.5,6887.TW,寶綠特-KY,-2.88,0.0,2.54,2025-12,4.58,-28.18,N/A,⚪ 中性觀察
N/A,🔄 轉虧為盈,2025,-98.58,-70.37,0.0,-65.1,32.9500007629,9906.TW,欣巴巴,-85.68,-155.28,-1.99,2025-12,0.09,-28.209999999999994,N/A,⚪ 數據不足
-23.97%,🏰 高護城河,2025,-72.4,-44.06,3.279863429153584,219.74999999999997,48.0499992371,1436.TW,華友聯,-39.72,-67.23,6.01,2025-12,5.39,-28.340000000000003,52.84%,⚪ 中性觀察
10.84%,🌑 雙重衰退,2025,-38.87,-10.49,16.578638497652584,255.6,282.5,2233.TW,宇隆,-9.39,-41.63,5.02,2025-12,6.7,-28.379999999999995,30.63%,❌ 暫避觀望
19.39%,📉 獲利侵蝕,2025,-15.98,12.66,0.0,0.0,0.0,2476.TW,鉅祥,10.54,-30.26,2.72,2025-12,4.36,-28.64,32.99%,⚪ 數據不足
11.86%,📉 獲利侵蝕,2025,-27.14,1.71,11.924846625766872,195.6,155.5,4551.TW,智伸科,1.19,-23.04,3.64,2025-12,6.04,-28.85,23.25%,⚪ 中性觀察
0.88%,🌑 雙重衰退,2025,-49.63,-20.78,10.269231062692308,19.499999999999996,13.3500003815,2905.TW,三商,-7.06,-66.44,0.53,2025-12,0.71,-28.85,15.31%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-30.88,-1.62,0.0,0.0,26.5499992371,7782.TWO,光速火箭,2.13,-8.07,1.48,2025-12,2.13,-29.259999999999998,N/A,⚪ 數據不足
10.81%,🌑 雙重衰退,2025,-32.77,-3.25,8.558052577340824,40.05,22.8500003815,4161.TWO,聿新科,-5.67,-39.02,0.78,2025-12,1.23,-29.520000000000003,30.16%,⚪ 中性觀察
18.00%,📉 獲利侵蝕,2025,-10.42,19.28,12.429149591646425,111.14999999999999,92.0999984741,4721.TWO,美琪瑪,25.22,-20.75,2.1,2025-12,3.01,-29.700000000000003,25.58%,⚪ 中性觀察
16.89%,🌑 雙重衰退,2025,-30.67,-0.76,7.8740157480314945,76.20000000000002,40.0,2748.TW,雲品,-0.81,-42.78,1.11,2025-12,2.17,-29.91,37.08%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-23.11,6.91,9.011264080100124,239.70000000000002,144.0,8255.TWO,朋程,10.7,-28.62,4.64,2025-12,6.32,-30.02,N/A,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-32.71,-2.51,29.999999553859652,25.65,51.2999992371,5471.TW,松翰,-1.99,-41.86,0.5,2025-12,0.72,-30.200000000000003,N/A,❌ 暫避觀望
N/A,🌑 雙重衰退,2025,-37.65,-7.33,7.389202010330378,186.15,91.6999969482,6412.TW,群電,-2.55,-34.89,4.03,2025-12,5.2,-30.32,N/A,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-46.94,-16.56,5.142045562926136,52.8,18.1000003815,8011.TW,台通,-22.22,26.58,1.0,2025-12,1.3,-30.38,N/A,⚪ 中性觀察
1.90%,🌑 雙重衰退,2025,-31.13,-0.68,8.95569596107595,23.7,14.1499996185,4401.TWO,東隆興,0.86,-33.33,0.48,2025-12,0.73,-30.45,8.57%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-1.11,29.83,12.626262626262626,29.7,25.0,6136.TW,富爾特,26.89,15.85,0.95,2025-12,0.89,-30.939999999999998,N/A,⚪ 中性觀察
18.00%,📉 獲利侵蝕,2025,-27.93,3.03,12.669683257918551,165.75,140.0,2493.TW,揚博,1.62,-32.04,3.16,2025-12,4.36,-30.96,29.23%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-27.37,3.61,10.063391442155309,94.64999999999999,63.5,6642.TWO,富致,6.19,-34.8,1.78,2025-12,2.6,-30.98,N/A,⚪ 中性觀察
24.04%,⚠️ 獲利稀釋,2025,121.88,152.88,10.30130293159609,184.20000000000002,126.5,2548.TW,華固,-32.14,-63.6,1.82,2025-12,10.15,-31.0,28.22%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-28.18,2.96,10.11709619740047,64.05,43.2000007629,9918.TW,欣天然,5.03,-28.09,1.3,2025-12,1.61,-31.14,N/A,⚪ 中性觀察
22.46%,📉 獲利侵蝕,2025,-21.56,9.74,4.485538097396871,316.35,94.5999984741,2881.TW,富邦金,-2.69,-26.79,6.23,2025-12,8.37,-31.299999999999997,42.21%,⚪ 中性觀察
N/A,🔄 轉虧為盈,2025,-20.43,10.94,168.05555555555557,5.3999999999999995,60.5,6163.TWO,華電網,9.55,-14.29,-0.17,2025-12,0.75,-31.369999999999997,N/A,❌ 暫避觀望
7.19%,⚠️ 獲利稀釋,2025,18.81,50.27,0.0,-95.1,19.75,2208.TW,台船,59.58,-95.96,-1.94,2025-12,-1.77,-31.460000000000004,11.98%,⚪ 數據不足
N/A,📉 獲利侵蝕,2025,-11.69,19.79,10.68518532648148,40.5,28.8500003815,6148.TWO,驊宏資,9.72,-40.0,0.72,2025-12,1.36,-31.479999999999997,N/A,⚪ 中性觀察
10.80%,📉 獲利侵蝕,2025,-2.02,29.54,9.529065489330389,203.85000000000002,129.5,3090.TW,日電貿,32.55,17.53,4.21,2025-12,5.48,-31.56,17.93%,⚪ 中性觀察
8.17%,⚠️ 獲利稀釋,2025,28.57,60.25,16.156942263943662,74.55,80.3000030518,2374.TW,佳能,45.79,0.0,1.52,2025-12,2.44,-31.68,21.67%,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-22.33,9.39,6.7823642637711075,159.9,72.3000030518,6469.TWO,大樹,10.06,-21.61,3.02,2025-12,4.01,-31.72,N/A,⚪ 中性觀察
2.63%,📉 獲利侵蝕,2025,-15.42,16.34,7.405063291139241,236.99999999999997,117.0,2377.TW,微星,17.9,-34.98,4.87,2025-12,6.8,-31.759999999999998,11.11%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-25.14,6.82,16.589684372594306,194.84999999999997,215.5,8091.TWO,翔名,4.35,-28.13,3.96,2025-12,5.89,-31.96,N/A,❌ 暫避觀望
N/A,🌑 雙重衰退,2025,-33.64,-1.53,15.121951219512196,30.749999999999996,31.0,6418.TWO,詠昇,-3.81,-1.37,0.72,2025-12,0.73,-32.11,N/A,❌ 暫避觀望
N/A,🌑 雙重衰退,2025,-45.5,-13.21,0.0,0.0,0.0,6585.TW,鼎基,-14.46,-52.91,3.81,2025-12,5.64,-32.29,N/A,⚪ 數據不足
9.72%,🌑 雙重衰退,2025,-50.82,-18.23,2.3562834224598928,1346.4,211.5,2603.TW,長榮,-15.64,-45.0,27.74,2025-12,31.68,-32.59,17.92%,⚪ 中性觀察
