om,eps_yoy,eps,name,price,advice,symbol,gm,prev_eps,prev_rev_yoy,prev_year,rev_yoy,status,date,pe,expansion,est_price,prev_eps_yoy
-1.93%,-35.83,-7.62,碩禾,141.0,⚪ 數據不足,3691.TWO,10.51%,-8.15,-33.93,2025,-8.54,🌑 雙重衰退,2025-12,0.0,-27.29,-356.70000000000005,-436.18
N/A,-42.86,1.84,巨大,69.8000030518,⚪ 中性觀察,9921.TW,N/A,2.31,-16.86,2025,-15.47,🌑 雙重衰退,2025-12,10.721966674623657,-27.39,97.64999999999999,-58.3
29.92%,-15.21,70.17,嘉澤,2845.0,❌ 暫避觀望,3533.TW,51.54%,47.64,12.55,2025,12.28,🏰 高護城河,2025-12,17.245559798751287,-27.490000000000002,2474.55,-16.1
N/A,-17.06,6.77,志強-KY,92.0,⚪ 中性觀察,6768.TW,N/A,5.32,16.51,2025,10.46,📉 獲利侵蝕,2025-12,4.7767393561786085,-27.52,288.90000000000003,-8.3
0.20%,-5.15,2.76,台聯電,80.6999969482,❌ 暫避觀望,4905.TWO,25.49%,1.78,23.69,2025,22.56,📉 獲利侵蝕,2025-12,24.017856234583334,-27.71,50.4,-10.55
N/A,-17.95,0.31,邑昇,71.5,❌ 暫避觀望,5291.TWO,N/A,0.24,9.23,2025,9.81,📉 獲利侵蝕,2025-12,123.27586206896551,-27.759999999999998,8.700000000000001,-24.24
N/A,-17.44,-1.01,福華,12.1499996185,⚪ 數據不足,8085.TWO,N/A,-0.39,7.62,2025,10.43,📉 獲利侵蝕,2025-12,0.0,-27.87,-35.699999999999996,40.0
6.37%,-22.96,4.74,華新科,171.5,❌ 暫避觀望,2492.TW,18.27%,2.95,4.98,2025,4.91,📉 獲利侵蝕,2025-12,17.753623188405797,-27.87,144.9,-30.82
N/A,-3.35,-1.93,中揚光,36.5999984741,⚪ 數據不足,6668.TW,N/A,-1.11,17.0,2025,24.6,📉 獲利侵蝕,2025-12,0.0,-27.950000000000003,-61.49999999999999,11.02
N/A,-9.05,3.63,訊連,64.6999969482,⚪ 中性觀察,5203.TW,N/A,2.58,16.83,2025,18.91,📉 獲利侵蝕,2025-12,7.6932219914625435,-27.96,126.15,-10.73
15.00%,-5.94,1.0,承業醫,29.0,⚪ 中性觀察,4164.TW,31.61%,0.64,23.64,2025,22.15,📉 獲利侵蝕,2025-12,14.720812182741115,-28.09,29.550000000000004,-18.92
N/A,-40.21,4.58,寶綠特-KY,39.3499984741,⚪ 中性觀察,6887.TW,N/A,2.54,-2.88,2025,-12.03,🌑 雙重衰退,2025-12,3.5675429260290112,-28.18,165.45000000000002,0.0
N/A,-98.58,0.09,欣巴巴,36.2000007629,⚪ 數據不足,9906.TW,N/A,-1.99,-85.68,2025,-70.37,🔄 轉虧為盈,2025-12,0.0,-28.209999999999994,-65.1,-155.28
-23.97%,-72.4,5.39,華友聯,48.7000007629,⚪ 中性觀察,1436.TW,52.84%,6.01,-39.72,2025,-44.06,🏰 高護城河,2025-12,3.324232133986348,-28.340000000000003,219.74999999999997,-67.23
10.84%,-38.87,6.7,宇隆,302.5,❌ 暫避觀望,2233.TW,30.63%,5.02,-9.39,2025,-10.49,🌑 雙重衰退,2025-12,17.752347417840376,-28.379999999999995,255.6,-41.63
19.39%,-15.98,4.36,鉅祥,0.0,⚪ 數據不足,2476.TW,32.99%,2.72,10.54,2025,12.66,📉 獲利侵蝕,2025-12,0.0,-28.64,0.0,-30.26
11.86%,-27.14,6.04,智伸科,148.5,⚪ 中性觀察,4551.TW,23.25%,3.64,1.19,2025,1.71,📉 獲利侵蝕,2025-12,11.38803680981595,-28.85,195.6,-23.04
0.88%,-49.63,0.71,三商,13.3500003815,⚪ 中性觀察,2905.TW,15.31%,0.53,-7.06,2025,-20.78,🌑 雙重衰退,2025-12,10.269231062692308,-28.85,19.499999999999996,-66.44
N/A,-30.88,2.13,光速火箭,27.0499992371,⚪ 數據不足,7782.TWO,N/A,1.48,2.13,2025,-1.62,🌑 雙重衰退,2025-12,0.0,-29.259999999999998,0.0,-8.07
10.81%,-32.77,1.23,聿新科,22.9500007629,⚪ 中性觀察,4161.TWO,30.16%,0.78,-5.67,2025,-3.25,🌑 雙重衰退,2025-12,8.595505903707865,-29.520000000000003,40.05,-39.02
18.00%,-10.42,3.01,美琪瑪,95.0999984741,⚪ 中性觀察,4721.TWO,25.58%,2.1,25.22,2025,19.28,📉 獲利侵蝕,2025-12,12.834007891241567,-29.700000000000003,111.14999999999999,-20.75
16.89%,-30.67,2.17,雲品,40.0499992371,⚪ 中性觀察,2748.TW,37.08%,1.11,-0.81,2025,-0.76,🌑 雙重衰退,2025-12,7.883858117539369,-29.91,76.20000000000002,-42.78
N/A,-23.11,6.32,朋程,149.0,⚪ 中性觀察,8255.TWO,N/A,4.64,10.7,2025,6.91,📉 獲利侵蝕,2025-12,9.32415519399249,-30.02,239.70000000000002,-28.62
N/A,-32.71,0.72,松翰,49.8499984741,❌ 暫避觀望,5471.TW,N/A,0.5,-1.99,2025,-2.51,🌑 雙重衰退,2025-12,29.152045891286548,-30.200000000000003,25.65,-41.86
N/A,-37.65,5.2,群電,93.5999984741,⚪ 中性觀察,6412.TW,N/A,4.03,-2.55,2025,-7.33,🌑 雙重衰退,2025-12,7.542304470112812,-30.32,186.15,-34.89
N/A,-46.94,1.3,台通,19.2999992371,⚪ 中性觀察,8011.TW,N/A,1.0,-22.22,2025,-16.56,🌑 雙重衰退,2025-12,5.482954328721592,-30.38,52.8,26.58
1.90%,-31.13,0.73,東隆興,14.0,⚪ 中性觀察,4401.TWO,8.57%,0.48,0.86,2025,-0.68,🌑 雙重衰退,2025-12,8.860759493670887,-30.45,23.7,-33.33
N/A,-1.11,0.89,富爾特,25.5499992371,⚪ 中性觀察,6136.TW,N/A,0.95,26.89,2025,29.83,📉 獲利侵蝕,2025-12,12.904040018737374,-30.939999999999998,29.7,15.85
18.00%,-27.93,4.36,揚博,129.5,⚪ 中性觀察,2493.TW,29.23%,3.16,1.62,2025,3.03,📉 獲利侵蝕,2025-12,11.71945701357466,-30.96,165.75,-32.04
N/A,-27.37,2.6,富致,64.3000030518,⚪ 中性觀察,6642.TWO,N/A,1.78,6.19,2025,3.61,📉 獲利侵蝕,2025-12,10.190174810110936,-30.98,94.64999999999999,-34.8
24.04%,121.88,10.15,華固,129.5,⚪ 中性觀察,2548.TW,28.22%,1.82,-32.14,2025,152.88,⚠️ 獲利稀釋,2025-12,10.545602605863191,-31.0,184.20000000000002,-63.6
N/A,-28.18,1.61,欣天然,42.6500015259,⚪ 中性觀察,9918.TW,N/A,1.3,5.03,2025,2.96,📉 獲利侵蝕,2025-12,9.988290755480095,-31.14,64.05,-28.09
22.46%,-21.56,8.37,富邦金,95.5,⚪ 中性觀察,2881.TW,42.21%,6.23,-2.69,2025,9.74,📉 獲利侵蝕,2025-12,4.528212422949265,-31.299999999999997,316.35,-26.79
N/A,-20.43,0.75,華電網,60.4000015259,❌ 暫避觀望,6163.TWO,N/A,-0.17,9.55,2025,10.94,🔄 轉虧為盈,2025-12,167.7777820163889,-31.369999999999997,5.3999999999999995,-14.29
7.19%,18.81,-1.77,台船,20.2000007629,⚪ 數據不足,2208.TW,11.98%,-1.94,59.58,2025,50.27,⚠️ 獲利稀釋,2025-12,0.0,-31.460000000000004,-95.1,-95.96
N/A,-11.69,1.36,驊宏資,30.2000007629,⚪ 中性觀察,6148.TWO,N/A,0.72,9.72,2025,19.79,📉 獲利侵蝕,2025-12,11.185185467740741,-31.479999999999997,40.5,-40.0
10.80%,-2.02,5.48,日電貿,116.5,⚪ 中性觀察,3090.TW,17.93%,4.21,32.55,2025,29.54,📉 獲利侵蝕,2025-12,8.572479764532744,-31.56,203.85000000000002,17.53
8.17%,28.57,2.44,佳能,80.5,❌ 暫避觀望,2374.TW,21.67%,1.52,45.79,2025,60.25,⚠️ 獲利稀釋,2025-12,16.19718309859155,-31.68,74.55,0.0
N/A,-22.33,4.01,大樹,73.5,⚪ 中性觀察,6469.TWO,N/A,3.02,10.06,2025,9.39,📉 獲利侵蝕,2025-12,6.894934333958724,-31.72,159.9,-21.61
2.63%,-15.42,6.8,微星,107.5,⚪ 中性觀察,2377.TW,11.11%,4.87,17.9,2025,16.34,📉 獲利侵蝕,2025-12,6.803797468354431,-31.759999999999998,236.99999999999997,-34.98
N/A,-25.14,5.89,翔名,200.0,❌ 暫避觀望,8091.TWO,N/A,3.96,4.35,2025,6.82,📉 獲利侵蝕,2025-12,15.396458814472673,-31.96,194.84999999999997,-28.13
N/A,-33.64,0.73,詠昇,31.2999992371,❌ 暫避觀望,6418.TWO,N/A,0.72,-3.81,2025,-1.53,🌑 雙重衰退,2025-12,15.268292310780488,-32.11,30.749999999999996,-1.37
N/A,-45.5,5.64,鼎基,0.0,⚪ 數據不足,6585.TW,N/A,3.81,-14.46,2025,-13.21,🌑 雙重衰退,2025-12,0.0,-32.29,0.0,-52.91
9.72%,-50.82,31.68,長榮,214.0,⚪ 中性觀察,2603.TW,17.92%,27.74,-15.64,2025,-18.23,🌑 雙重衰退,2025-12,2.384135472370766,-32.59,1346.4,-45.0
N/A,-20.6,1.63,長科*,53.7000007629,⚪ 中性觀察,6548.TWO,N/A,1.12,12.56,2025,12.02,📉 獲利侵蝕,2025-12,14.281915096515956,-32.620000000000005,56.400000000000006,-24.31
18.49%,-43.32,1.06,逸昌,29.3500003815,⚪ 中性觀察,3567.TWO,34.78%,0.69,-13.96,2025,-10.64,🌑 雙重衰退,2025-12,12.331932933403362,-32.68,35.699999999999996,-52.41
N/A,-16.92,0.58,能率亞洲,28.75,⚪ 數據不足,7777.TWO,N/A,0.35,6.8,2025,15.88,📉 獲利侵蝕,2025-12,0.0,-32.800000000000004,0.0,-31.37
2.54%,-39.29,-0.39,榮成,9.2700004578,⚪ 數據不足,1909.TW,12.46%,-0.54,-6.88,2025,-6.47,🌑 雙重衰退,2025-12,0.0,-32.82,-21.900000000000002,-440.0
18.03%,-30.97,0.78,大統新創,22.25,❌ 暫避觀望,1470.TW,30.30%,0.32,3.3,2025,1.99,📉 獲利侵蝕,2025-12,15.89285714285714,-32.96,21.000000000000004,-58.44
-0.60%,-10.52,5.53,光明,42.4000015259,⚪ 中性觀察,4420.TWO,4.67%,5.23,27.84,2025,22.7,📉 獲利侵蝕,2025-12,2.0423892835211945,-33.22,311.40000000000003,-2.24
32.72%,-35.48,0.61,王道銀行,10.25,⚪ 中性觀察,2897.TW,91.47%,0.53,-6.53,2025,-2.09,🏰 高護城河,2025-12,6.212121212121212,-33.39,24.750000000000004,-24.64
0.16%,-50.0,1.1,全台,22.5,⚪ 中性觀察,3038.TW,20.87%,0.82,-15.48,2025,-16.5,🌑 雙重衰退,2025-12,8.272058823529411,-33.5,40.800000000000004,-56.0
6.75%,-39.27,1.5,正新,32.0499992371,⚪ 中性觀察,2105.TW,22.84%,1.23,-4.96,2025,-5.68,🌑 雙重衰退,2025-12,8.19693075117647,-33.59,58.650000000000006,-42.25
N/A,-33.17,4.23,虹堡,54.2999992371,⚪ 中性觀察,5258.TW,N/A,1.56,-2.59,2025,0.46,📉 獲利侵蝕,2025-12,8.524332690282574,-33.63,95.55000000000001,-65.71
N/A,-39.94,9.65,天鈺,170.5,⚪ 中性觀察,4961.TW,N/A,8.08,-0.32,2025,-6.28,🌑 雙重衰退,2025-12,6.345366579828806,-33.66,403.04999999999995,-34.04
N/A,-59.0,1.96,傳奇,98.0,❌ 暫避觀望,4994.TW,N/A,1.71,-27.43,2025,-25.18,🌑 雙重衰退,2025-12,17.162872154115586,-33.82,85.65,-53.91
3.80%,-4.59,3.16,昇貿,117.0,⚪ 中性觀察,3305.TW,13.39%,2.57,30.27,2025,29.36,📉 獲利侵蝕,2025-12,14.04561824729892,-33.95,124.95,-8.59
11.95%,-1.88,3.14,光洋科,159.0,❌ 暫避觀望,1785.TWO,16.83%,1.27,30.97,2025,32.39,📉 獲利侵蝕,2025-12,31.115459882583174,-34.27,76.64999999999999,-40.28
N/A,-41.32,0.98,台南-KY,47.9000015259,❌ 暫避觀望,5906.TW,N/A,0.78,-10.26,2025,-7.04,🌑 雙重衰退,2025-12,15.501618616796119,-34.28,46.349999999999994,-39.53
N/A,-49.65,2.19,應廣,104.0,❌ 暫避觀望,6716.TWO,N/A,1.19,-16.58,2025,-15.3,🌑 雙重衰退,2025-12,25.742574257425744,-34.349999999999994,60.6,-69.69
N/A,-27.08,0.71,信音,33.0,❌ 暫避觀望,6126.TWO,N/A,0.66,5.58,2025,7.41,📉 獲利侵蝕,2025-12,15.942028985507244,-34.489999999999995,31.050000000000004,-7.04
N/A,-36.28,1.38,台林,26.1499996185,⚪ 中性觀察,5353.TWO,N/A,1.0,-5.73,2025,-1.77,🌑 雙重衰退,2025-12,7.668621589002933,-34.51,51.150000000000006,-42.53
N/A,-23.71,0.74,鈞寶,51.2000007629,❌ 暫避觀望,6155.TW,N/A,0.41,11.9,2025,10.87,📉 獲利侵蝕,2025-12,38.787879365833334,-34.58,19.799999999999997,-52.87
N/A,-21.88,0.5,天二科技,47.8499984741,❌ 暫避觀望,6834.TW,N/A,0.24,17.47,2025,12.86,📉 獲利侵蝕,2025-12,54.374998266022715,-34.739999999999995,13.200000000000001,-58.62
17.47%,-22.51,9.43,家登,616.0,❌ 暫避觀望,3680.TWO,43.28%,4.2,0.17,2025,12.26,📉 獲利侵蝕,2025-12,33.35138061721711,-34.77,277.04999999999995,-55.93
-21.07%,-34.29,-6.11,台揚,12.6000003815,⚪ 數據不足,2314.TW,2.93%,-4.71,-21.59,2025,0.49,📉 獲利侵蝕,2025-12,0.0,-34.78,-195.15000000000003,-83.27
2.26%,-39.68,-1.76,亞聚,13.6499996185,⚪ 數據不足,1308.TW,6.52%,-1.16,-3.08,2025,-4.78,🌑 雙重衰退,2025-12,0.0,-34.9,-63.3,-45.0
10.14%,-40.33,14.47,碩天,202.5,⚪ 中性觀察,3617.TW,51.62%,11.6,-1.7,2025,-4.98,🏰 高護城河,2025-12,5.775812892184826,-35.349999999999994,525.9000000000001,-32.24
3.69%,-55.56,3.47,精元,40.0,⚪ 中性觀察,2387.TW,13.53%,2.56,-18.24,2025,-19.78,🌑 雙重衰退,2025-12,4.801920768307323,-35.78,124.95,-51.25
N/A,-33.33,2.35,晉泰,24.3999996185,⚪ 中性觀察,6221.TWO,N/A,1.84,19.24,2025,2.45,📉 獲利侵蝕,2025-12,3.6858005466012087,-35.78,99.3,-23.33
N/A,39.39,13.77,信紘科,262.5,⚪ 中性觀察,6667.TWO,N/A,9.96,80.9,2025,75.17,⚠️ 獲利稀釋,2025-12,7.759385161099616,-35.78,507.45,44.29
N/A,-12.9,15.42,雍智科技,2270.0,❌ 暫避觀望,6683.TWO,N/A,10.08,27.1,2025,23.03,📉 獲利侵蝕,2025-12,66.31609699094362,-35.93,513.4499999999999,-18.1
N/A,-135.14,-0.13,三豐,15.1999998093,⚪ 數據不足,5514.TWO,N/A,-0.04,0.0,2025,-99.16,🌑 雙重衰退,2025-12,0.0,-35.97999999999999,-5.1000000000000005,33.33
19.86%,-35.61,2.24,科妍,56.0,⚪ 中性觀察,1786.TW,75.32%,1.38,1.13,2025,0.37,🏰 高護城河,2025-12,11.244979919678714,-35.98,74.7,-45.93
2.51%,-31.87,1.26,宏��,28.7999992371,⚪ 中性觀察,2353.TW,11.56%,0.9,1.31,2025,4.14,📉 獲利侵蝕,2025-12,10.069929803181816,-36.01,42.900000000000006,-34.07
-9.65%,0.0,-1.83,富野,12.4499998093,⚪ 數據不足,2736.TWO,51.65%,-1.67,51.06,2025,36.07,🏰 高護城河,2025-12,0.0,-36.07,-66.9,24.61
1.19%,-26.97,0.65,其陽,42.7999992371,❌ 暫避觀望,3564.TWO,20.85%,0.51,11.47,2025,9.25,📉 獲利侵蝕,2025-12,28.157894234934208,-36.22,22.800000000000004,-22.73
-10.81%,-15.09,-1.22,典範,19.75,⚪ 數據不足,3372.TWO,-2.87%,-1.07,16.7,2025,21.56,📉 獲利侵蝕,2025-12,0.0,-36.65,-51.45,-46.58
N/A,-48.45,1.87,現觀科,69.9000015259,❌ 暫避觀望,6906.TW,N/A,0.56,-7.5,2025,-11.58,🌑 雙重衰退,2025-12,21.981132555314463,-36.870000000000005,47.7,-67.46
N/A,-48.7,2.51,立誠,75.0,⚪ 中性觀察,6597.TWO,N/A,1.62,-13.06,2025,-11.79,🌑 雙重衰退,2025-12,13.157894736842106,-36.910000000000004,85.49999999999999,-57.7
4.40%,-40.47,1.8,泰碩,72.4000015259,⚪ 中性觀察,3338.TW,21.43%,1.44,-0.18,2025,-3.54,🌑 雙重衰退,2025-12,14.655870754230767,-36.93,74.10000000000001,-31.25
N/A,-50.25,3.01,天虹,295.5,❌ 暫避觀望,6937.TW,N/A,1.92,-2.93,2025,-13.26,🌑 雙重衰退,2025-12,44.30284857571215,-36.99,100.05,-50.39
0.67%,-31.22,1.22,瑞軒,43.0,❌ 暫避觀望,2489.TW,9.15%,0.81,5.27,2025,6.13,📉 獲利侵蝕,2025-12,16.10486891385768,-37.35,40.05,-37.59
12.43%,-42.92,5.03,捷流閥業,81.8000030518,⚪ 中性觀察,4580.TWO,31.57%,4.09,-2.47,2025,-5.55,🌑 雙重衰退,2025-12,6.845188539899581,-37.370000000000005,179.25000000000003,-36.65
4.13%,-50.73,2.02,志豐,39.0499992371,⚪ 中性觀察,3206.TWO,21.42%,1.49,-12.52,2025,-13.21,🌑 雙重衰退,2025-12,7.452289930744275,-37.519999999999996,78.60000000000001,-57.79
N/A,-37.18,1.73,金興精密,35.7999992371,⚪ 中性觀察,7732.TW,N/A,1.3,4.64,2025,0.66,📉 獲利侵蝕,2025-12,7.633262097462687,-37.839999999999996,70.35000000000001,-37.32
13.17%,-51.9,2.41,昭輝,41.0,⚪ 中性觀察,1339.TW,33.66%,1.12,-9.85,2025,-14.02,🌑 雙重衰退,2025-12,8.704883227176222,-37.879999999999995,70.65,-72.48
9.95%,-24.5,1.55,億泰,22.3500003815,⚪ 中性觀察,1616.TW,13.02%,2.22,21.44,2025,13.38,📉 獲利侵蝕,2025-12,3.712624648089701,-37.88,90.3,342.86
1.58%,-42.05,0.51,福懋,15.8999996185,❌ 暫避觀望,1434.TW,10.73%,0.29,-2.03,2025,-4.08,🌑 雙重衰退,2025-12,15.8999996185,-37.97,15.0,-64.63
-24.14%,-106.76,-0.2,藝舍-KY,14.0500001907,⚪ 數據不足,2724.TWO,16.85%,-0.35,-75.21,2025,-68.65,🌑 雙重衰退,2025-12,0.0,-38.11,-10.350000000000001,-113.06
9.76%,-49.1,1.13,普安,36.3499984741,❌ 暫避觀望,2495.TW,43.31%,0.45,-14.6,2025,-10.89,🌑 雙重衰退,2025-12,22.7187490463125,-38.21,23.999999999999996,-73.37
N/A,-34.8,4.36,佳邦,82.0,⚪ 中性觀察,6284.TWO,N/A,3.12,5.83,2025,3.44,📉 獲利侵蝕,2025-12,7.721280602636534,-38.239999999999995,159.3,-34.26
N/A,-94.72,-5.16,廣錠,27.5499992371,⚪ 數據不足,6441.TWO,N/A,-3.76,-53.82,2025,-56.46,🌑 雙重衰退,2025-12,0.0,-38.26,-188.25,-178.52
N/A,-32.79,3.74,頎邦,196.5,❌ 暫避觀望,6147.TWO,N/A,2.62,7.16,2025,5.49,📉 獲利侵蝕,2025-12,22.534403669724767,-38.28,130.8,-39.44
N/A,-56.52,0.9,雷科,68.3000030518,❌ 暫避觀望,6207.TWO,N/A,0.7,-6.79,2025,-18.16,🌑 雙重衰退,2025-12,31.04545593263636,-38.36,33.0,-56.52
N/A,1.91,7.17,醫影,70.9000015259,⚪ 中性觀察,6637.TWO,N/A,5.8,47.8,2025,40.45,⚠️ 獲利稀釋,2025-12,3.809779770333154,-38.540000000000006,279.15,9.07
-0.86%,-33.77,1.0,類比科,63.9000015259,❌ 暫避觀望,3438.TWO,38.12%,0.57,8.0,2025,4.92,📉 獲利侵蝕,2025-12,31.323530159754903,-38.690000000000005,30.6,-55.47
1.17%,-35.71,0.64,佳世達,25.7000007629,⚪ 中性觀察,2352.TW,17.06%,0.59,5.54,2025,3.09,📉 獲利侵蝕,2025-12,13.385417064010417,-38.8,28.799999999999997,-31.0
N/A,-29.17,-0.63,南仁湖,8.7899999619,⚪ 數據不足,5905.TWO,N/A,-0.36,1.87,2025,9.65,📉 獲利侵蝕,2025-12,0.0,-38.82,-21.9,-75.0
38.28%,4.26,2.01,正德,18.0,⚪ 中性觀察,2641.TWO,44.07%,1.55,46.32,2025,43.12,⚠️ 獲利稀釋,2025-12,3.773584905660378,-38.86,71.55,2.72
N/A,-45.05,4.92,光焱科技,781.0,❌ 暫避觀望,7728.TWO,N/A,1.85,-20.52,2025,-6.16,🌑 雙重衰退,2025-12,86.48947951273533,-38.89,135.45,-74.86
10.56%,-93.38,0.2,寶徠,10.3000001907,❌ 暫避觀望,1805.TW,21.75%,0.06,1968.35,2025,-54.43,🌑 雙重衰退,2025-12,16.349206651904762,-38.949999999999996,9.45,-92.11
7.42%,-56.03,1.24,誠泰科技,26.8500003815,⚪ 中性觀察,4767.TWO,24.63%,0.61,-15.03,2025,-17.06,🌑 雙重衰退,2025-12,10.287356468007664,-38.97,39.15,-71.89
N/A,-62.55,2.25,傑霖科技,68.0999984741,⚪ 數據不足,8102.TWO,N/A,1.63,-16.46,2025,-23.31,🌑 雙重衰退,2025-12,0.0,-39.239999999999995,0.0,-54.21
N/A,-70.37,0.64,達運光電,74.5999984741,❌ 暫避觀望,8045.TW,N/A,0.43,-27.96,2025,-31.12,🌑 雙重衰退,2025-12,64.31034351215517,-39.25,17.400000000000002,-78.92
N/A,124.43,275.06,緯穎,5340.0,⚪ 中性觀察,6669.TW,N/A,200.85,168.74,2025,163.68,⚠️ 獲利稀釋,2025-12,8.259349769542489,-39.25,9698.099999999999,137.3
N/A,-34.17,7.86,公勝保經,81.9000015259,⚪ 數據不足,6028.TWO,N/A,5.85,8.76,2025,5.26,📉 獲利侵蝕,2025-12,0.0,-39.43,0.0,-40.97
11.87%,-12.83,21.44,京鼎,308.5,⚪ 中性觀察,3413.TW,23.90%,16.22,33.97,2025,26.66,📉 獲利侵蝕,2025-12,5.662628487518356,-39.49,817.1999999999999,-6.86
12.73%,-46.91,0.43,網龍,26.7999992371,❌ 暫避觀望,3083.TWO,87.57%,0.14,-19.4,2025,-7.4,🏰 高護城河,2025-12,38.84057860449275,-39.51,10.350000000000001,-85.11
3.42%,-30.16,2.7,定穎投控,181.5,❌ 暫避觀望,3715.TW,17.76%,2.4,6.68,2025,9.37,📉 獲利侵蝕,2025-12,22.830188679245285,-39.53,119.24999999999999,-24.29
9.90%,-11.39,14.79,振大環球,0.0,⚪ 數據不足,4441.TW,24.81%,11.38,28.9,2025,28.28,📉 獲利侵蝕,2025-12,0.0,-39.67,0.0,-24.5
-0.97%,-38.61,1.02,訊聯,73.5,❌ 暫避觀望,1784.TWO,56.51%,0.73,0.0,2025,1.19,🏰 高護城河,2025-12,28.59922178988327,-39.8,38.55,-27.37
10.77%,-37.99,4.68,艾訊,128.0,⚪ 中性觀察,3088.TWO,33.38%,2.76,1.18,2025,1.82,📉 獲利侵蝕,2025-12,13.305613305613306,-39.81,144.29999999999998,-48.29
14.03%,-44.58,2.69,皇昌,43.25,⚪ 中性觀察,2543.TW,16.97%,1.93,-11.27,2025,-4.77,🌑 雙重衰退,2025-12,6.416913946587537,-39.81,101.10000000000001,-39.37
N/A,-50.0,2.2,榮剛,40.1500015259,⚪ 中性觀察,5009.TWO,N/A,1.3,-10.82,2025,-10.14,🌑 雙重衰退,2025-12,7.8265110186939575,-39.86,76.95,-66.14
9.60%,-24.15,5.85,豐達科,114.5,⚪ 中性觀察,3004.TW,24.39%,4.4,13.37,2025,15.8,📉 獲利侵蝕,2025-12,7.439896036387264,-39.95,230.85000000000002,-11.16
5.61%,46.5,15.28,華擎,232.5,⚪ 中性觀察,3515.TW,12.78%,11.25,107.53,2025,86.48,⚠️ 獲利稀釋,2025-12,6.283783783783784,-39.980000000000004,555.0,58.9
6.13%,-49.53,2.67,由田,286.0,❌ 暫避觀望,3455.TWO,53.12%,1.36,5.04,2025,-9.54,🏰 高護城河,2025-12,103.24909747292419,-39.99,41.55,-28.8
N/A,-45.51,1.73,暉盛-創,181.0,⚪ 數據不足,7730.TW,N/A,0.84,-5.61,2025,-5.33,🌑 雙重衰退,2025-12,0.0,-40.18,0.0,-56.48
2.03%,-27.47,2.35,米斯特,30.0,⚪ 中性觀察,2941.TWO,64.17%,2.07,16.89,2025,12.71,🏰 高護城河,2025-12,4.746835443037974,-40.18,94.80000000000001,-17.2
N/A,-35.0,0.39,新漢,71.1999969482,❌ 暫避觀望,8234.TWO,N/A,0.32,14.43,2025,5.19,📉 獲利侵蝕,2025-12,42.13017570899408,-40.19,25.349999999999998,190.91
2.68%,-58.33,0.35,彰源,18.0,❌ 暫避觀望,2030.TW,9.99%,0.13,-18.3,2025,-18.14,🌑 雙重衰退,2025-12,21.686746987951807,-40.19,12.450000000000001,-80.3
7.32%,-40.98,0.36,東泥,15.3500003815,❌ 暫避觀望,1110.TW,15.28%,0.29,3.38,2025,-0.74,🌑 雙重衰退,2025-12,19.187500476875,-40.239999999999995,11.999999999999998,-42.0
N/A,-65.38,1.8,嘉基,489.5,❌ 暫避觀望,6715.TW,N/A,1.17,-27.23,2025,-25.1,🌑 雙重衰退,2025-12,101.97916666666669,-40.279999999999994,71.99999999999999,-73.41
N/A,-33.96,6.91,臻鼎-KY,412.0,❌ 暫避觀望,4958.TW,N/A,3.79,8.76,2025,6.33,📉 獲利侵蝕,2025-12,32.5434439178515,-40.29,189.9,-30.62
5.11%,-43.86,1.6,敬鵬,52.7000007629,⚪ 中性觀察,2355.TW,13.97%,0.96,-4.42,2025,-3.51,🌑 雙重衰退,2025-12,13.688311886467531,-40.35,57.75,-58.8
N/A,-75.0,0.23,進能服,0.0,⚪ 數據不足,6692.TWO,N/A,0.44,9.77,2025,-34.63,🌑 雙重衰退,2025-12,0.0,-40.37,0.0,160.27
N/A,-3.06,6.05,瀚宇博,85.0999984741,⚪ 中性觀察,5469.TW,N/A,4.93,33.04,2025,37.46,📉 獲利侵蝕,2025-12,5.609755996974291,-40.52,227.55,6.52
-12.37%,-41.61,-1.97,漢磊,74.9000015259,⚪ 數據不足,3707.TWO,-1.01%,-1.5,-5.0,2025,-0.88,🌑 雙重衰退,2025-12,0.0,-40.73,-75.6,-59.57
N/A,-48.17,2.3,商億-KY,49.0,⚪ 中性觀察,8482.TW,N/A,1.74,-4.79,2025,-7.32,🌑 雙重衰退,2025-12,8.765652951699463,-40.85,83.85,-45.89
13.69%,-37.78,11.33,可成,208.0,⚪ 中性觀察,2474.TW,33.00%,7.45,6.3,2025,3.18,📉 獲利侵蝕,2025-12,7.954110898661567,-40.96,392.25000000000006,-44.88
N/A,-53.88,1.93,�矬�,42.4000015259,⚪ 中性觀察,8349.TWO,N/A,1.19,-13.33,2025,-12.83,🌑 雙重衰退,2025-12,9.57110643925508,-41.050000000000004,66.44999999999999,-61.04
N/A,-54.63,1.03,凌通,51.5999984741,❌ 暫避觀望,4952.TW,N/A,1.01,-16.15,2025,-13.56,🌑 雙重衰退,2025-12,15.176470139441177,-41.07,51.0,-54.3
-16.24%,-73.78,0.59,力肯,39.9500007629,❌ 暫避觀望,1570.TWO,21.84%,0.66,-27.3,2025,-32.43,🌑 雙重衰退,2025-12,18.933649650663508,-41.35,31.65,-62.29
7.42%,-44.61,1.13,圓展,40.4000015259,❌ 暫避觀望,3669.TW,56.66%,0.27,-8.34,2025,-3.05,🏰 高護城河,2025-12,40.80808234939394,-41.56,14.85,-85.0
