gm,symbol,om,est_price,prev_eps,expansion,prev_eps_yoy,prev_rev_yoy,name,status,eps_yoy,pe,advice,date,eps,price,prev_year,rev_yoy
N/A,6739.TWO,N/A,520.3499999999999,10.13,95.30000000000001,167.2,94.38,竹陞科技,🚀 利潤擴張,191.99,36.03343903142116,⚠️ 追價風險,2025-12,16.13,1250.0,2025,96.69
N/A,6125.TWO,N/A,4.65,0.13,94.49000000000001,123.21,15.42,廣運,🚀 利潤擴張,118.18,182.25806451612902,⚠️ 追價風險,2025-12,0.1,56.5,2025,23.69
39.69%,3687.TWO,12.64%,159.3,4.47,94.30000000000001,151.12,5.19,歐買尬,🚀 利潤擴張,100.43,6.638418079096045,💎 強力關注,2025-12,4.67,70.5,2025,6.13
912.85%,1453.TW,-2853.40%,-2.1,0.05,92.73,-58.33,4.56,大將,🏰 高護城河,100.0,0.0,⚪ 數據不足,2025-12,0.04,11.3500003815,2025,7.27
33.80%,4154.TWO,-77.27%,-84.00000000000001,-1.67,92.59,41.15,-47.71,樂威科-KY,🧐 疑業外收益,57.28,0.0,⚪ 數據不足,2025-12,-1.82,14.3999996185,2025,-35.31
19.09%,2390.TW,-7.49%,9.3,0.07,91.99,107.29,2.22,云辰,🧐 疑業外收益,88.8,16.532258064516128,⚪ 中性觀察,2025-12,-0.14,10.25,2025,-3.19
N/A,7822.TW,N/A,0.0,8.86,91.57999999999998,914.94,255.72,倍利科,🚀 利潤擴張,279.4,0.0,⚪ 數據不足,2025-12,14.04,0.0,2025,187.82
N/A,6674.TW,N/A,-48.75,-0.98,91.41,33.79,-30.23,鋐寶科技,🧐 疑業外收益,54.88,0.0,⚪ 數據不足,2025-12,-1.13,16.8500003815,2025,-36.53
N/A,8092.TWO,N/A,-15.0,-0.22,91.19,-83.33,9.78,建暐,🚀 利潤擴張,100.0,0.0,⚪ 數據不足,2025-12,0.0,18.2000007629,2025,8.81
60.80%,2360.TW,34.82%,961.0500000000001,21.67,91.0,141.3,26.76,致茂,🏰 高護城河,122.05,35.42999843920711,⚠️ 追價風險,2025-12,27.7,2270.0,2025,31.05
39.55%,2705.TW,16.76%,-1.9500000000000004,-0.45,90.6,-309.09,-0.65,六福,🔄 轉虧為盈,89.13,0.0,⚪ 數據不足,2025-12,0.87,15.3999996185,2025,-1.47
N/A,6931.TW,N/A,36.45,0.78,90.25,75.0,13.6,青松健康,🚀 利潤擴張,104.41,16.93415700654321,⚪ 中性觀察,2025-12,1.39,41.1500015259,2025,14.16
N/A,5608.TW,N/A,-9.6,-0.14,90.0,51.72,-9.27,四維航,🧐 疑業外收益,81.16,0.0,⚪ 數據不足,2025-12,-0.13,14.3500003815,2025,-8.84
-18.77%,3576.TW,-63.16%,-28.200000000000003,-0.63,88.55,46.61,-42.1,聯合再生,🧐 疑業外收益,41.22,0.0,⚪ 數據不足,2025-12,-0.77,17.4500007629,2025,-47.33
N/A,6532.TWO,N/A,181.95,2.25,87.6,-16.97,-3.06,瑞耘,🧐 疑業外收益,81.39,8.120362737015665,💎 強力關注,2025-12,7.31,98.5,2025,-6.21
N/A,4991.TWO,N/A,-23.549999999999997,-0.45,81.68,73.81,18.29,環宇-KY,🔄 轉虧為盈,107.11,0.0,⚪ 數據不足,2025-12,0.15,740.0,2025,25.43
41.62%,2740.TWO,-45.63%,-125.25,-2.52,81.01,-18.72,-40.76,華軒,🧐 疑業外收益,35.27,0.0,⚪ 數據不足,2025-12,-3.19,36.4500007629,2025,-45.74
31.45%,1528.TW,0.98%,-21.599999999999998,-0.53,80.62,5.36,-21.6,恩德,🧐 疑業外收益,56.79,0.0,⚪ 數據不足,2025-12,-0.35,25.75,2025,-23.83
N/A,6196.TW,N/A,574.05,12.0,80.56,63.11,-19.07,帆宣,🧐 疑業外收益,65.55,11.222889992160964,💎 強力關注,2025-12,15.5,429.5,2025,-15.01
7.21%,2022.TW,-1.47%,-0.6,0.02,79.21000000000001,116.67,13.61,聚亨,🚀 利潤擴張,95.92,0.0,⚪ 數據不足,2025-12,-0.02,7.5599999428,2025,16.71
N/A,5498.TWO,N/A,-7.05,-0.17,78.95,-21.43,14.85,凱崴,🚀 利潤擴張,100.0,0.0,⚪ 數據不足,2025-12,0.0,62.7000007629,2025,21.05
19.46%,4552.TW,7.61%,79.50000000000001,1.72,78.51,84.95,-2.45,力達-KY,🧐 疑業外收益,73.95,3.7641510873396222,💎 強力關注,2025-12,2.07,19.9500007629,2025,-4.56
59.86%,3563.TW,29.84%,655.8,13.28,77.88999999999999,362.45,173.02,牧德,🏰 高護城河,186.23,21.34034766697164,⚪ 中性觀察,2025-12,15.8,933.0,2025,108.34
15.21%,3205.TWO,-34.07%,-44.24999999999999,-0.77,77.02,54.03,-12.38,佰研,🧐 疑業外收益,51.01,0.0,⚪ 數據不足,2025-12,-0.92,55.0,2025,-26.01
-184.95%,3523.TWO,-404.30%,-65.85,-1.49,76.84,2.61,-43.41,迎輝,🧐 疑業外收益,34.68,0.0,⚪ 數據不足,2025-12,-1.45,10.0,2025,-42.16
41.15%,3498.TWO,17.10%,-32.55,-0.9,76.57,58.96,36.24,陽程,🔄 轉虧為盈,120.0,0.0,⚪ 數據不足,2025-12,0.48,146.5,2025,43.43
-3.42%,3625.TWO,-68.62%,-16.200000000000003,-0.14,75.48,86.73,-22.91,西勝,🧐 疑業外收益,56.82,0.0,⚪ 數據不足,2025-12,-0.6,14.6000003815,2025,-18.66
N/A,6654.TWO,N/A,-44.699999999999996,-0.37,74.38,76.26,28.6,天正國際,🔄 轉虧為盈,100.49,0.0,⚪ 數據不足,2025-12,0.01,97.0,2025,26.11
16.55%,4540.TW,-1.35%,-40.5,-1.08,74.10000000000001,69.01,7.47,全球傳動,🚀 利潤擴張,85.65,0.0,⚪ 數據不足,2025-12,-0.66,69.5,2025,11.55
8.90%,2483.TW,-6.13%,27.900000000000006,0.68,73.91000000000001,44.68,-1.32,百容,🧐 疑業外收益,71.43,13.225806656720428,✅ 穩健價值,2025-12,0.6,24.6000003815,2025,-2.48
N/A,7823.TW,N/A,0.0,-2.01,73.57000000000001,98.92,19.21,奧義賽博-KY創,🚀 利潤擴張,96.29,0.0,⚪ 數據不足,2025-12,-1.49,109.0,2025,22.72
16.93%,2731.TW,5.55%,658.1999999999999,13.31,72.29,76.53,3.94,雄獅,🚀 利潤擴張,78.29,3.646308113035552,💎 強力關注,2025-12,17.49,160.0,2025,6.0
7.45%,1440.TW,-4.90%,-4.2,-0.04,71.99000000000001,69.23,-15.52,南紡,🧐 疑業外收益,55.88,0.0,⚪ 數據不足,2025-12,-0.15,11.3999996185,2025,-16.11
N/A,6505.TW,N/A,22.950000000000003,0.5,70.75,2.04,-6.34,台塑化,🧐 疑業外收益,65.08,33.52941126607843,⚠️ 追價風險,2025-12,1.04,51.2999992371,2025,-5.67
61.62%,2451.TW,55.59%,316.05000000000007,5.37,70.49000000000001,22.99,36.15,創見,🏰 高護城河,140.33,14.878974845752252,✅ 穩健價值,2025-12,12.98,313.5,2025,69.84
N/A,5398.TWO,N/A,9.149999999999999,0.29,70.29,20.83,1.05,慕康生醫,🧐 疑業外收益,66.67,29.999998749344268,⚠️ 追價風險,2025-12,0.35,18.2999992371,2025,-3.62
-4.80%,3623.TWO,-14.24%,-16.950000000000003,-0.23,70.11,65.67,9.39,富晶通,🚀 利潤擴張,82.8,0.0,⚪ 數據不足,2025-12,-0.16,23.3500003815,2025,12.69
N/A,6213.TW,N/A,152.4,2.98,70.08,78.92,11.37,聯茂,🚀 利潤擴張,82.74,24.261811023622048,⚠️ 追價風險,2025-12,4.16,246.5,2025,12.66
N/A,8093.TWO,N/A,-22.65,-0.45,69.83,79.91,-27.43,保銳,🧐 疑業外收益,53.52,0.0,⚪ 數據不足,2025-12,-1.32,18.0499992371,2025,-16.31
N/A,6241.TWO,N/A,-13.649999999999999,-0.38,69.53999999999999,-642.86,11.68,鑫永洋,🚀 利潤擴張,74.6,0.0,⚪ 數據不足,2025-12,-0.16,10.8000001907,2025,5.06
15.04%,2924.TWO,-86.00%,-38.85,-0.71,69.25999999999999,31.73,-73.69,宏太-KY,🧐 疑業外收益,10.0,0.0,⚪ 數據不足,2025-12,-1.17,15.8500003815,2025,-59.26
N/A,6616.TWO,N/A,-11.850000000000001,-0.25,67.61,83.78,-12.86,特昇-KY,🧐 疑業外收益,55.88,0.0,⚪ 數據不足,2025-12,-0.61,9.8299999237,2025,-11.73
44.03%,3152.TWO,18.21%,393.00000000000006,8.22,67.3,77.54,-12.47,璟德,🧐 疑業外收益,51.69,6.564885496183205,💎 強力關注,2025-12,9.42,172.0,2025,-15.61
31.93%,3665.TW,18.37%,1597.5,32.49,66.97,107.49,29.74,貿聯-KY,🚀 利潤擴張,98.71,20.23474178403756,⚪ 中性觀察,2025-12,46.57,2155.0,2025,31.74
N/A,6831.TW,N/A,0.0,3.14,66.71,161.67,86.86,邁科,🚀 利潤擴張,151.41,0.0,⚪ 數據不足,2025-12,4.94,0.0,2025,84.7
N/A,8277.TWO,N/A,-15.15,-0.34,65.59,33.33,1.19,商丞,🧐 疑業外收益,48.61,0.0,⚪ 數據不足,2025-12,-0.37,6.9800000191,2025,-16.98
13.67%,1802.TW,4.79%,-16.349999999999998,-0.33,65.33,36.54,-0.78,台玻,🧐 疑業外收益,62.96,0.0,⚪ 數據不足,2025-12,-0.2,65.0999984741,2025,-2.37
25.55%,2027.TW,14.07%,100.8,2.08,65.30000000000001,98.94,11.96,大成鋼,🚀 利潤擴張,77.93,6.302083106264881,💎 強力關注,2025-12,2.88,42.3499984741,2025,12.63
34.49%,2614.TW,10.29%,68.1,1.42,65.27,118.46,-5.03,東森,🧐 疑業外收益,60.48,3.997797272797357,💎 強力關注,2025-12,1.99,18.1499996185,2025,-4.79
N/A,5543.TWO,N/A,-88.8,-1.9,65.14,-950.0,-12.8,桓鼎-KY,🧐 疑業外收益,54.46,0.0,⚪ 數據不足,2025-12,-2.52,29.8999996185,2025,-10.68
18.47%,4807.TW,4.68%,-32.699999999999996,-0.56,65.02000000000001,74.07,32.17,日成-KY,🚀 利潤擴張,84.62,0.0,⚪ 數據不足,2025-12,-0.24,22.8999996185,2025,19.6
6.55%,1445.TW,-24.84%,-24.750000000000004,-0.56,64.9,-366.67,-25.71,大宇,🧐 疑業外收益,42.76,0.0,⚪ 數據不足,2025-12,-0.87,12.1499996185,2025,-22.14
59.04%,4529.TWO,-1090.16%,-28.05,-0.57,64.78,46.23,-22.27,淳紳,🏰 高護城河,42.64,0.0,⚪ 數據不足,2025-12,-0.74,5.8800001144,2025,-22.14
N/A,5228.TWO,N/A,-24.750000000000004,-0.91,64.66999999999999,50.27,18.69,鈺鎧,🚀 利潤擴張,90.52,0.0,⚪ 數據不足,2025-12,-0.2,52.5,2025,25.85
60.10%,4166.TWO,23.50%,29.4,0.52,64.65,11.63,6.08,友霖,🏰 高護城河,79.17,12.448979397193877,✅ 穩健價值,2025-12,0.9,24.3999996185,2025,14.52
N/A,8021.TW,N/A,85.8,1.69,64.43,52.25,18.57,尖點,🚀 利潤擴張,88.97,67.13286713286713,⚠️ 追價風險,2025-12,2.75,384.0,2025,24.54
N/A,6141.TW,N/A,-122.25,-1.99,63.85,66.78,-25.86,柏承,🧐 疑業外收益,42.24,0.0,⚪ 數據不足,2025-12,-4.65,34.0,2025,-21.61
26.65%,3605.TW,5.06%,169.04999999999998,3.51,63.75,133.33,15.04,宏致,🚀 利潤擴張,74.89,7.258207901668146,💎 強力關注,2025-12,4.35,81.8000030518,2025,11.14
N/A,5432.TWO,N/A,60.15,1.08,63.02,6.93,-4.49,新門,🚀 利潤擴張,69.12,35.910224438902745,⚠️ 追價風險,2025-12,2.3,144.0,2025,6.1
30.84%,2436.TW,3.76%,73.49999999999999,1.45,62.74,17.59,17.04,偉詮電,🚀 利潤擴張,78.06,15.265306745265308,✅ 穩健價值,2025-12,3.02,74.8000030518,2025,15.32
14.21%,2033.TW,5.22%,13.05,0.25,62.559999999999995,73.33,24.94,佳大,🚀 利潤擴張,84.21,17.41379266494253,⚪ 中性觀察,2025-12,0.35,15.1499996185,2025,21.65
-118.96%,1340.TW,-391.42%,-67.8,-0.95,62.519999999999996,59.05,-7.48,勝悅-KY,🧐 疑業外收益,50.57,0.0,⚪ 數據不足,2025-12,-2.61,5.5,2025,-11.95
N/A,6510.TWO,N/A,1083.15,21.73,62.230000000000004,279.9,55.92,精測,🚀 利潤擴張,95.56,46.392466417393706,⚠️ 追價風險,2025-12,30.41,3350.0,2025,33.33
N/A,8064.TWO,N/A,-4.049999999999999,-0.16,61.900000000000006,-130.19,-10.02,東捷,🔄 轉虧為盈,72.15,0.0,⚪ 數據不足,2025-12,1.36,120.5,2025,10.25
N/A,8462.TW,N/A,289.05,5.69,61.470000000000006,91.16,17.64,柏文,🚀 利潤擴張,79.87,7.239231966787753,💎 強力關注,2025-12,8.49,139.5,2025,18.4
N/A,5364.TWO,N/A,-36.449999999999996,-0.73,61.36,44.7,-12.89,力麗店,🧐 疑業外收益,35.29,0.0,⚪ 數據不足,2025-12,-0.77,9.0399999619,2025,-26.07
N/A,6270.TWO,N/A,37.5,0.88,61.290000000000006,300.0,6.53,倍微,🚀 利潤擴張,66.15,10.71999969484,💎 強力關注,2025-12,1.08,26.7999992371,2025,4.86
N/A,6168.TW,N/A,-1.3010426069826053e-16,0.04,61.07,-42.86,5.91,宏齊,🚀 利潤擴張,66.67,0.0,⚪ 數據不足,2025-12,0.05,28.0,2025,5.6
N/A,6574.TWO,N/A,0.0,4.08,59.830000000000005,53.96,5.78,霈方,🚀 利潤擴張,66.34,0.0,⚪ 數據不足,2025-12,6.82,0.0,2025,6.51
4.12%,2440.TW,0.66%,-10.35,-0.26,58.94,-136.36,-9.7,太空梭,🧐 疑業外收益,46.51,0.0,⚪ 數據不足,2025-12,-0.23,17.4500007629,2025,-12.43
N/A,8201.TW,N/A,-16.8,-0.33,58.809999999999995,53.52,-7.02,無敵,🚀 利潤擴張,60.23,0.0,⚪ 數據不足,2025-12,-0.35,13.0500001907,2025,1.42
15.28%,2485.TW,2.18%,-62.699999999999996,-1.33,57.57,11.92,-24.95,兆赫,🧐 疑業外收益,57.52,0.0,⚪ 數據不足,2025-12,-0.96,70.0,2025,-0.05
5.19%,4304.TWO,-15.57%,-52.8,-1.02,57.160000000000004,-14.61,-6.96,勝昱,🧐 疑業外收益,47.45,0.0,⚪ 數據不足,2025-12,-1.16,28.3500003815,2025,-9.71
20.24%,1215.TW,12.03%,384.9,7.94,56.93,85.95,1.07,卜蜂,🚀 利潤擴張,58.63,5.611847233047545,💎 強力關注,2025-12,10.39,144.0,2025,1.7
23.48%,3308.TW,-362.94%,16.5,0.23,56.36,-68.06,-92.54,聯德,🌑 雙重衰退,-32.0,18.454544760999998,⚪ 中性觀察,2025-12,0.68,20.2999992371,2025,-88.36
N/A,6584.TWO,N/A,162.3,3.11,56.05,42.52,23.53,南俊國際,🚀 利潤擴張,82.47,62.84658040665434,⚠️ 追價風險,2025-12,5.59,680.0,2025,26.42
N/A,6026.TWO,N/A,38.25,0.7,55.6,-30.0,-23.52,福邦證,🧐 疑業外收益,54.95,6.019607992745098,💎 強力關注,2025-12,1.72,15.3500003815,2025,-0.65
25.38%,2415.TW,12.75%,61.949999999999996,1.37,55.370000000000005,55.68,-1.03,錩新,🚀 利潤擴張,58.77,6.658595641646489,💎 強力關注,2025-12,1.81,27.5,2025,3.4
4.92%,4609.TWO,-68.47%,-11.25,-0.06,55.01,78.57,22.29,唐鋒,🚀 利潤擴張,78.72,0.0,⚪ 數據不足,2025-12,-0.1,5.5,2025,23.71
14.61%,4711.TWO,2.47%,4.3500000000000005,0.12,54.5,500.0,-6.49,永純,🧐 疑業外收益,50.0,57.41379178793103,⚠️ 追價風險,2025-12,0.15,16.6499996185,2025,-4.5
N/A,4968.TW,N/A,64.05000000000001,1.37,54.23,44.21,1.01,立積,🚀 利潤擴張,56.47,27.166276346604214,⚠️ 追價風險,2025-12,2.66,116.0,2025,2.24
1.59%,1313.TW,-3.51%,-33.6,-0.56,52.61,63.82,-20.09,聯成,🧐 疑業外收益,32.76,0.0,⚪ 數據不足,2025-12,-1.17,10.6499996185,2025,-19.85
N/A,8921.TWO,N/A,-10.200000000000001,-0.11,52.190000000000005,21.43,0.3,沈氏,🧐 疑業外收益,52.17,0.0,⚪ 數據不足,2025-12,-0.11,18.2999992371,2025,-0.02
56.31%,2417.TW,8.42%,-31.8,-0.8,51.86,-144.44,-1.52,圓剛,🏰 高護城河,54.55,0.0,⚪ 數據不足,2025-12,-0.19,48.8499984741,2025,2.69
52.35%,1760.TW,13.25%,74.55000000000001,1.65,51.440000000000005,54.21,0.67,寶齡富錦,🏰 高護城河,53.1,12.434607492374244,✅ 穩健價值,2025-12,2.22,61.7999992371,2025,1.66
N/A,5276.TWO,N/A,44.1,0.88,50.919999999999995,46.67,10.12,達輝-KY,🚀 利潤擴張,54.05,6.649659604455782,💎 強力關注,2025-12,1.14,19.5499992371,2025,3.13
N/A,8489.TWO,N/A,-27.450000000000003,-0.46,50.8,60.71,-3.97,三貝德,🚀 利潤擴張,55.83,0.0,⚪ 數據不足,2025-12,-0.76,24.3999996185,2025,5.03
N/A,9929.TW,N/A,-7.95,-0.19,50.73,-5.56,-3.83,秋雨,🧐 疑業外收益,50.0,0.0,⚪ 數據不足,2025-12,-0.07,11.3999996185,2025,-0.73
14.37%,2241.TW,-1.87%,-28.349999999999994,-0.6,50.63000000000001,47.37,-2.54,艾姆勒,🚀 利潤擴張,64.65,0.0,⚪ 數據不足,2025-12,-0.7,36.9000015259,2025,14.02
N/A,8926.TW,N/A,97.05000000000001,1.86,49.08,40.91,-13.81,台汽電,🧐 疑業外收益,32.43,9.428129829984544,💎 強力關注,2025-12,2.45,61.0,2025,-16.65
15.39%,3550.TW,-3.96%,-40.49999999999999,-0.69,48.510000000000005,36.7,6.33,聯穎,🚀 利潤擴張,51.74,0.0,⚪ 數據不足,2025-12,-1.18,20.8999996185,2025,3.23
N/A,8112.TW,N/A,112.8,1.62,47.74,-50.61,-16.18,至上,🧐 疑業外收益,43.32,11.36968085106383,💎 強力關注,2025-12,5.02,85.5,2025,-4.42
N/A,8040.TWO,N/A,-21.750000000000004,-0.45,46.5,48.28,7.0,九暘,🚀 利潤擴張,49.15,0.0,⚪ 數據不足,2025-12,-0.6,108.5,2025,2.65
100.00%,3115.TWO,-377.43%,-21.299999999999997,-0.41,45.28,26.09,84.76,富榮綱,🏰 高護城河,57.53,0.0,⚪ 數據不足,2025-12,-0.44,8.6300001144,2025,12.25
-21.68%,2254.TW,-98.59%,-9.6,-0.11,45.260000000000005,84.06,-11.14,巨鎧精密-創,🧐 疑業外收益,20.75,0.0,⚪ 數據不足,2025-12,-0.84,58.4000015259,2025,-24.51
25.49%,4541.TWO,17.54%,55.349999999999994,0.99,45.05,65.0,14.71,晟田,🚀 利潤擴張,61.11,11.951219098672087,💎 強力關注,2025-12,2.03,44.0999984741,2025,16.06
29.42%,3057.TW,-21.05%,-1.9500000000000017,-0.24,44.480000000000004,70.73,-0.45,喬鼎,🚀 利潤擴張,46.34,0.0,⚪ 數據不足,2025-12,-0.88,19.1499996185,2025,1.86
16.50%,1460.TW,1.12%,-9.9,-0.27,44.38,33.33,-5.8,宏遠,🧐 疑業外收益,35.0,0.0,⚪ 數據不足,2025-12,-0.27,6.9800000191,2025,-9.38
8.38%,2630.TW,2.16%,38.70000000000001,0.89,44.36,64.81,4.46,亞航,🚀 利潤擴張,49.25,16.879844665542635,⚪ 中性觀察,2025-12,1.0,43.5499992371,2025,4.89
N/A,6144.TWO,N/A,-15.3,-0.28,44.080000000000005,-12.0,-11.26,得利影,🧐 疑業外收益,36.84,0.0,⚪ 數據不足,2025-12,-0.36,14.9499998093,2025,-7.24
N/A,6139.TW,N/A,874.6500000000001,17.33,43.99,33.18,-5.05,亞翔,🚀 利潤擴張,63.03,13.445378151260504,✅ 穩健價值,2025-12,30.51,784.0,2025,19.04
N/A,6116.TW,N/A,-30.6,-0.46,43.78,65.89,22.03,彩晶,🚀 利潤擴張,58.56,0.0,⚪ 數據不足,2025-12,-0.75,10.8000001907,2025,14.78
N/A,6666.TW,N/A,113.85,2.63,43.550000000000004,34.87,-3.85,羅麗芬-KY,🧐 疑業外收益,42.35,5.4874837320026355,💎 強力關注,2025-12,2.42,41.6500015259,2025,-1.2
-2.30%,3518.TW,-60.61%,-64.95,-0.93,42.96,43.83,-8.43,柏騰,🧐 疑業外收益,33.33,0.0,⚪ 數據不足,2025-12,-1.56,33.5499992371,2025,-9.63
N/A,5701.TWO,N/A,-13.2,-0.37,42.67,9.76,2.46,劍湖山,🚀 利潤擴張,50.0,0.0,⚪ 數據不足,2025-12,-0.26,3.4100000858,2025,7.33
N/A,8390.TWO,N/A,235.05,5.11,42.46,35.9,-8.18,金益鼎,🧐 疑業外收益,36.36,7.6579451180599865,💎 強力關注,2025-12,6.6,120.0,2025,-6.1
N/A,6226.TW,N/A,0.0,-0.17,42.35,45.16,-0.95,光鼎,🧐 疑業外收益,38.64,0.0,⚪ 數據不足,2025-12,-0.28,0.0,2025,-3.71
6.94%,1457.TW,33.56%,37.199999999999996,0.44,42.0,-53.62,-8.45,宜進,🧐 疑業外收益,29.85,5.665322657540324,💎 強力關注,2025-12,1.18,14.0500001907,2025,-12.15
33.75%,4560.TW,16.61%,113.55,2.16,41.12,61.19,8.82,強信-KY,🚀 利潤擴張,48.04,4.34610323988111,💎 強力關注,2025-12,3.02,32.9000015259,2025,6.92
-12.51%,3049.TW,-21.51%,-30.15,-0.66,40.06,26.67,-1.71,精金,🚀 利潤擴張,41.28,0.0,⚪ 數據不足,2025-12,-0.64,12.0,2025,1.22
N/A,5519.TW,N/A,159.29999999999998,4.31,39.97,130.48,22.52,隆大,🧐 疑業外收益,27.18,3.0838041431261773,💎 強力關注,2025-12,4.96,32.75,2025,-12.79
10.75%,2010.TW,7.04%,86.69999999999999,1.74,39.88,50.0,3.17,春源,🚀 利潤擴張,40.61,3.892733564013841,💎 強力關注,2025-12,2.32,22.5,2025,0.73
N/A,8463.TW,N/A,71.4,1.84,39.69,91.67,11.83,潤泰材,🚀 利潤擴張,48.0,4.422268747289915,💎 強力關注,2025-12,1.85,21.0499992371,2025,8.31
30.54%,4590.TW,-0.34%,0.0,0.67,39.66,-75.81,-44.8,富田-創,🌑 雙重衰退,-1.45,0.0,⚪ 數據不足,2025-12,2.72,74.6999969482,2025,-41.11
20.98%,1904.TW,7.12%,15.3,0.17,39.4,-61.36,-5.08,正隆,🧐 疑業外收益,34.55,18.48039253088235,⚪ 中性觀察,2025-12,0.74,18.8500003815,2025,-4.85
N/A,6104.TWO,N/A,245.55,4.65,39.27,145.74,37.32,創惟,🚀 利潤擴張,66.87,6.200366524129505,💎 強力關注,2025-12,5.62,101.5,2025,27.6
7.68%,3028.TW,3.25%,111.75,2.0,39.15,69.49,8.99,增你強,🚀 利潤擴張,52.91,11.18120846332886,💎 強力關注,2025-12,3.15,83.3000030518,2025,13.76
34.59%,2308.TW,16.35%,792.9,16.47,38.89,52.5,28.12,台達電,🚀 利潤擴張,70.65,38.40332954975407,⚠️ 追價風險,2025-12,23.14,2030.0,2025,31.76
N/A,5243.TW,N/A,163.95,3.37,38.69,42.19,-2.65,乙盛-KY,🧐 疑業外收益,30.95,10.247026532479415,💎 強力關注,2025-12,4.4,112.0,2025,-7.74
N/A,8042.TWO,N/A,14.999999999999996,0.24,38.54,-53.85,8.7,金山電,🚀 利潤擴張,48.33,125.00000000000003,⚠️ 追價風險,2025-12,0.89,125.0,2025,9.79
N/A,7717.TWO,N/A,0.0,4.58,38.53,92.37,29.16,萊德光電-KY,🚀 利潤擴張,62.99,0.0,⚪ 數據不足,2025-12,6.13,687.0,2025,24.46
N/A,9907.TW,N/A,54.900000000000006,1.12,38.47,55.56,7.48,統一實,🚀 利潤擴張,40.21,4.385245693196721,💎 強力關注,2025-12,1.36,16.0499992371,2025,1.74
N/A,5278.TWO,N/A,40.05,0.72,38.44,-83.78,23.06,尚凡*,🚀 利潤擴張,56.72,9.213483288951311,💎 強力關注,2025-12,1.05,24.6000003815,2025,18.28
N/A,6188.TWO,N/A,136.95,2.77,37.099999999999994,69.94,20.72,廣明,🚀 利潤擴張,54.94,9.14567360350493,💎 強力關注,2025-12,3.61,83.5,2025,17.84
N/A,5340.TWO,N/A,39.15,0.78,36.900000000000006,59.18,16.6,建榮,🚀 利潤擴張,52.56,38.50574712643678,⚠️ 追價風險,2025-12,1.19,100.5,2025,15.66
53.43%,3577.TWO,14.28%,92.69999999999999,1.73,36.86,20.98,7.11,泓格,🏰 高護城河,46.3,21.44012944983819,⚪ 中性觀察,2025-12,2.37,132.5,2025,9.44
24.23%,3631.TWO,-460.25%,-31.200000000000003,-0.64,36.43,-64.1,-14.57,晟楠,🌑 雙重衰退,-25.0,0.0,⚪ 數據不足,2025-12,-0.7,38.25,2025,-61.43
73.88%,3085.TWO,-74.64%,-22.35,-0.46,36.09,16.36,3.93,新零售,🏰 高護城河,41.67,0.0,⚪ 數據不足,2025-12,-0.56,11.8500003815,2025,5.58
N/A,4977.TW,N/A,138.45000000000002,3.53,35.99,180.65,17.84,眾達-KY,🧐 疑業外收益,34.45,22.156013001083423,⚠️ 追價風險,2025-12,4.48,204.5,2025,-1.54
N/A,8077.TWO,N/A,193.35000000000002,2.87,35.86000000000001,25.33,0.34,洛��,🚀 利潤擴張,37.27,3.4755623923273857,💎 強力關注,2025-12,6.04,44.7999992371,2025,1.41
N/A,4951.TWO,N/A,203.7,3.74,35.83,16.15,5.17,精拓科,🚀 利潤擴張,40.71,9.756995581737849,💎 強力關注,2025-12,5.98,132.5,2025,4.88
9.25%,1303.TW,2.06%,1.7999999999999983,-0.05,35.59,-113.16,2.08,南亞,🔄 轉虧為盈,35.71,727.5000254316674,⚠️ 追價風險,2025-12,0.57,87.3000030518,2025,0.12
N/A,5443.TWO,N/A,98.1,1.97,35.260000000000005,21.38,16.83,均豪,🚀 利潤擴張,40.56,17.966360856269112,⚪ 中性觀察,2025-12,2.59,117.5,2025,5.3
N/A,6186.TWO,N/A,346.49999999999994,7.56,35.0,253.27,97.22,新潤,🚀 利潤擴張,38.72,1.735930669874459,💎 強力關注,2025-12,7.81,40.0999984741,2025,3.72
N/A,6109.TWO,N/A,-47.1,-0.98,34.57,-13.95,0.2,亞元,🚀 利潤擴張,43.03,0.0,⚪ 數據不足,2025-12,-0.94,10.9499998093,2025,8.46
N/A,8086.TWO,N/A,100.94999999999999,2.03,34.4,-21.01,-22.52,宏捷科,🧐 疑業外收益,26.79,22.139673105497774,⚠️ 追價風險,2025-12,3.36,149.0,2025,-7.61
22.41%,4433.TWO,9.68%,-11.099999999999996,-0.65,34.39,-3300.0,5.85,興采,🔄 轉虧為盈,46.48,0.0,⚪ 數據不足,2025-12,1.06,20.5,2025,12.09
26.39%,3017.TW,20.96%,1624.2,32.25,34.25,113.86,80.63,奇鋐,🚀 利潤擴張,128.84,23.042113040265978,⚠️ 追價風險,2025-12,49.17,2495.0,2025,94.59
18.27%,4108.TW,-127.15%,-11.25,-0.21,33.980000000000004,25.0,-12.96,懷特,🧐 疑業外收益,21.62,0.0,⚪ 數據不足,2025-12,-0.29,12.0,2025,-12.36
16.43%,2613.TW,9.95%,40.64999999999999,0.85,33.41,1.28,2.72,中櫃,🚀 利潤擴張,35.9,8.081180671033213,💎 強力關注,2025-12,1.14,21.8999996185,2025,2.49
12.15%,3232.TWO,-5.24%,11.55,0.28,33.059999999999995,-12.5,-42.87,昱捷,🌑 雙重衰退,-9.38,28.96103797025974,⚠️ 追價風險,2025-12,0.29,22.2999992371,2025,-42.44
